objID,raMean,decMean,nDetections,ng,nr,ni,nz,ny,objInfoFlag,qualityFlag,gMeanKronMag,rMeanKronMag,iMeanKronMag,zMeanKronMag,yMeanKronMag,gMeanKronMagErr,rMeanKronMagErr,iMeanKronMagErr,zMeanKronMagErr,yMeanKronMagErr,gMeanPSFMag,rMeanPSFMag,iMeanPSFMag,zMeanPSFMag,yMeanPSFMag,gMeanPSFMagErr,rMeanPSFMagErr,iMeanPSFMagErr,zMeanPSFMagErr,yMeanPSFMagErr,gpsfLikelihood,rpsfLikelihood,ipsfLikelihood,zpsfLikelihood,gKronRad,rKronRad,iKronRad,zKronRad,rKronFlux
161812876925126805,287.6924413,44.84673595,2,0,1,0,1,0,436285440,52,-999,20.6194000244141,-999,-999,-999,-999,0.186307996511459,-999,-999,-999,-999,21.255500793457,-999,20.8847999572754,-999,-999,0.164331004023552,-999,0.191292002797127,-999,2.52326998406716E-07,0.00899945013225079,3.13681994157378E-06,2.43705994762422E-06,2.2525999546051,2.16832995414734,2.49486994743347,2.07600998878479,3.77493006453733E-06
161812876938504070,287.69387327,44.84454188,5,0,0,3,2,0,436285440,52,-999,-999,21.440299987793,21.1443004608154,-999,-999,-999,0.274574011564255,0.0609060004353523,-999,-999,-999,21.577299118042,21.0401000976563,-999,-999,-999,0.0981940031051636,0.217536002397537,-999,-999,-999,-0.019284900277853,-0.124352000653744,-999,-999,2.0320200920105,1.74468004703522,-999
161812876952368879,287.69527768,44.8485228,3,0,0,1,2,0,436285440,52,-999,-999,21.7411003112793,20.7488994598389,-999,-999,-999,0.306463003158569,0.26816400885582,-999,-999,-999,21.6224002838135,20.9692993164063,-999,-999,-999,0.179111003875732,0.0213949996978045,-999,-999,-999,0.0328198000788689,0.81910902261734,-999,-999,2.0320200920105,1.74468004703522,-999
161812876960298130,287.6960369,44.84786002,49,0,2,20,15,12,436527104,52,-999,22.4920997619629,20.6345996856689,19.8920993804932,19.6515007019043,-999,0.318127006292343,0.0374540016055107,0.0416419990360737,0.0962039977312088,-999,21.9309997558594,20.4923000335693,19.785400390625,19.4444007873535,-999,0.0526599995791912,0.0207279995083809,0.0173369999974966,0.0459229983389378,-0.0846086964011192,-1.33550996579316E-16,-0.423002988100052,-0.390451014041901,2.04545998573303,-999,2.0320200920105,1.95910000801086,-999
161812876972071964,287.69718739,44.84275974,2,0,0,2,0,0,436285440,52,-999,-999,21.5410003662109,-999,-999,-999,-999,0.270922988653183,-999,-999,-999,-999,21.6858005523682,-999,-999,-999,-999,0.194156005978584,-999,-999,-0.0297627002000809,-0.767180025577545,0.026995399966836,0.342938989400864,2.04545998573303,-999,2.0320200920105,1.91666996479034,-999
161812877072424552,287.70716937,44.8449034,47,1,11,12,13,10,436527104,52,21.9305000305176,21.7112998962402,20.3784008026123,19.9076995849609,19.4743003845215,0.281785994768143,0.121676996350288,0.0516370013356209,0.0446529984474182,0.125233992934227,21.9937000274658,21.4957008361816,20.2106990814209,19.7632007598877,19.3929004669189,0.183164998888969,0.047495998442173,0.0219059996306896,0.022766999900341,0.0437819994986057,0.759136974811554,-0.202730998396873,-0.000605866021942347,0.286435008049011,2.04545998573303,2.07570004463196,2.0320200920105,2.06452989578247,7.94839979789685E-06
161812877088639873,287.7088595,44.84933517,77,17,17,14,16,13,503635968,60,16.5524005889893,16.0972003936768,15.924599647522,15.8578996658325,15.8073997497559,0.00345800002105534,0.00310499989427626,0.0014519999967888,0.00460499990731478,0.0123009998351336,16.5046997070313,16.0326995849609,15.8626003265381,15.8017997741699,15.7695999145508,0.00397699978202581,0.00334600009955466,0.00232099997811019,0.0019109999993816,0.00516699999570847,-0.340276002883911,-0.683035016059875,-0.136557996273041,-0.85691100358963,2.78348994255066,2.87962007522583,2.84311008453369,2.89914989471436,0.00133845000527799
161812877104036892,287.71050289,44.84686566,13,0,2,8,3,0,436527104,52,-999,-999,21.1620006561279,-999,-999,-999,-999,0.0919170007109642,-999,-999,-999,22.2145004272461,21.4132995605469,20.9957008361816,-999,-999,0.170874997973442,0.0573789998888969,0.0323139987885952,-999,-0.335801988840103,0.914333999156952,0.00145971996244043,0.000371948990505189,2.04545998573303,2.07570004463196,2.0320200920105,2.07282996177673,4.35200990978046E-06
161812877114531852,287.71147228,44.84262578,62,12,15,12,12,11,436527104,52,21.4361991882324,20.363000869751,19.7590999603271,19.4137992858887,19.1117992401123,0.0692939981818199,0.0216669999063015,0.0220839995890856,0.00817499961704016,0.042433999478817,21.372200012207,20.2507991790771,19.5785007476807,19.2618007659912,19.0174007415771,0.0418809987604618,0.00688799982890487,0.00976699963212013,0.0150950001552701,0.0319770015776157,0.37525600194931,0.757507979869843,-0.00310421991162002,0.880024015903473,2.25206995010376,2.42935991287231,2.0320200920105,1.88446998596191,2.75380007224157E-05
161812877165525124,287.71656599,44.84554049,18,1,4,7,5,1,436527104,52,22.1763000488281,22.1333999633789,21.4547996520996,20.5158004760742,20.0538005828857,0.311004012823105,0.0747649967670441,0.0706809982657433,0.282651990652084,0.264032989740372,21.9545001983643,21.9127998352051,21.2823009490967,20.7649002075195,19.9673004150391,0.176501005887985,0.0473110005259514,0.0495480000972748,0.103445999324322,0.164786994457245,2.91063006443437E-05,-0.465763002634048,-0.191872999072075,0.0024670900311321,2.4689199924469,2.07570004463196,2.0320200920105,2.0551700592041,4.56139014204382E-06
161812877227332024,287.72274993,44.84280489,40,7,8,6,14,5,436527104,52,22.0554008483887,21.3623008728027,20.9016990661621,20.385799407959,19.7003002166748,0.101043999195099,0.0781169980764389,0.0501810014247894,0.0777629986405373,0.214481994509697,22.0407009124756,21.2089004516602,20.7268009185791,20.3617992401123,19.9274005889893,0.137934997677803,0.0340769998729229,0.0150889996439219,0.0286860000342131,0.0186340007930994,0.772188007831573,0.488216996192932,-0.0659556016325951,-0.29263499379158,2.30970001220703,2.31059002876282,2.11966991424561,1.87346005439758,1.2205399798404E-05
161812877317854167,287.73177906,44.8445976,64,16,12,16,14,6,436527104,52,20.9008007049561,20.2520008087158,20.0716991424561,19.8162994384766,19.6469993591309,0.0382580012083054,0.0495520010590553,0.027496000751853,0.0335699990391731,0.186279997229576,20.7931995391846,20.1865997314453,19.9675006866455,19.7996006011963,19.5328006744385,0.0189520008862019,0.0266720000654459,0.0158149991184473,0.0233510006219149,0.273310989141464,-0.538721024990082,0.436019003391266,-0.414550989866257,0.103246003389359,2.20934009552002,2.36287999153137,2.14033007621765,2.00098991394043,2.92703007289674E-05
161812877326521223,287.73263541,44.84211415,75,17,15,16,16,11,503635968,60,16.834400177002,16.3239994049072,16.1513996124268,16.0930995941162,16.0695991516113,0.00349700008518994,0.00351399998180568,0.00372699997387826,0.00381099991500378,0.016414999961853,16.7731990814209,16.2597999572754,16.0855007171631,16.0191993713379,16.0049991607666,0.00288200005888939,0.00324600003659725,0.00295799993909895,0.00278400001116097,0.00628799991682172,0.932186007499695,-0.731342017650604,-0.909412026405334,-0.954424977302551,2.68791007995605,2.8364200592041,2.71771001815796,2.60803008079529,0.0010799600277096
161812877343829154,287.73470864,44.84869042,2,0,0,1,1,0,436285440,52,-999,-999,18.0170001983643,18.8455009460449,-999,-999,-999,0.012563000433147,0.0814130008220673,-999,-999,-999,17.4016990661621,20.8719997406006,-999,-999,-999,0.00614600023254752,0.170082002878189,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
161812877427885276,287.74279357,44.84548896,79,15,15,22,18,9,503635968,60,16.8707008361816,16.576099395752,16.4829998016357,16.4682998657227,16.4813003540039,0.00317099993117154,0.00409599998965859,0.00235199998132885,0.00553900003433228,0.0142670003697276,16.8213996887207,16.5272998809814,16.4197998046875,16.4029998779297,16.3875007629395,0.00369299994781613,0.00408500013872981,0.00182400003541261,0.00362399988807738,0.00859600026160479,0.831287980079651,-0.68538898229599,-0.400101989507675,0.479515999555588,2.86921000480652,3.09353995323181,2.83824992179871,2.83788990974426,0.000860773026943207
161812877441754222,287.74410605,44.84462708,39,0,3,17,13,6,436527104,52,-999,20.9106998443604,19.9015998840332,19.3831996917725,-999,-999,0.234350994229317,0.0273640006780624,0.0292959995567799,-999,-999,20.7492008209229,19.7723999023438,19.2782001495361,19.0107002258301,-999,0.131194993853569,0.0118230003863573,0.0106309996917844,0.212651997804642,-999,-0.494989007711411,1.44602996243748E-09,1.46220997976343E-06,-999,2.07570004463196,2.0320200920105,-999,1.49871002577129E-05
161812877462669074,287.74625383,44.84867017,72,12,13,22,14,11,503635968,60,18.0727005004883,17.7327995300293,17.6439990997314,17.5849990844727,17.6481990814209,0.0103599997237325,0.0028419999871403,0.00537799997255206,0.00620200019329786,0.0368020012974739,18.0153007507324,17.6737995147705,17.5508003234863,17.5116004943848,17.5177001953125,0.00368999992497265,0.00380000006407499,0.00388800003565848,0.00411499990150332,0.0159949995577335,0.389205992221832,-0.902718007564545,-0.347139000892639,-0.503413021564484,2.9343900680542,2.92570996284485,2.61564993858337,2.51614999771118,0.000293260003672913
161812877520981435,287.75213616,44.84225704,51,1,8,18,16,8,436527104,52,-999,21.4001998901367,20.3794002532959,19.8414001464844,19.6966991424561,-999,0.0686950013041496,0.0223099999129772,0.0457339994609356,0.137270003557205,22.2017993927002,21.3162994384766,20.2502994537354,19.7555999755859,19.5527000427246,0.181887000799179,0.0433619990944862,0.012079999782145,0.0168099999427795,0.0197100006043911,-0.00718182977288961,0.508873999118805,-0.117582999169827,0.800921976566315,2.04545998573303,2.28098011016846,2.14216995239258,1.97622001171112,1.00336001196411E-05
161812877541581376,287.75416211,44.84226983,17,0,2,10,5,0,436527104,52,-999,21.4044990539551,21.2842998504639,20.8414993286133,-999,-999,0.071043998003006,0.0780420005321503,0.116613000631332,-999,-999,21.9918003082275,21.3313999176025,20.8437995910645,-999,-999,0.031029000878334,0.0458480007946491,0.0375749990344048,-999,-999,3.94212006787908E-12,0.00145431002601981,0.055689699947834,-999,2.92237997055054,2.0320200920105,1.74468004703522,1.04943001133506E-05
161812877547734403,287.75473005,44.84480766,4,0,0,3,1,0,436285440,52,-999,-999,20.9396991729736,-999,-999,-999,-999,0.0618630014359951,-999,-999,-999,-999,21.1040992736816,20.7264995574951,-999,-999,-999,0.0609170012176037,0.136388003826141,-999,-999,-999,-5.63569983569323E-06,-0.15871399641037,-999,-999,2.0320200920105,1.74468004703522,-999
161812877553645784,287.75524305,44.845753,81,19,14,22,15,11,436527104,52,18.7033004760742,18.0909004211426,17.8188991546631,17.6832008361816,17.6191005706787,0.010521000251174,0.00359000009484589,0.0044379997998476,0.00993399973958731,0.0136649999767542,18.6331005096436,18.0037002563477,17.7308006286621,17.6075992584229,17.5214996337891,0.00697299977764487,0.00670700008049607,0.00417000008746982,0.00762900011613965,0.00800899975001812,-0.5346320271492,-0.563211023807526,-0.941181004047394,-0.815283000469208,2.8476300239563,2.86560988426209,2.67328000068665,2.25967001914978,0.000216122993151657
161812877567513327,287.75657627,44.84397876,2,0,0,2,0,0,444674048,53,-999,-999,20.9619998931885,-999,-999,-999,-999,0.220041006803513,-999,-999,-999,-999,21.426399230957,-999,-999,-999,-999,0.16355299949646,-999,-999,0.000151786996866576,9.46279003590699E-17,5.02140983371646E-06,0.0097816102206707,2.5872700214386,3.05064010620117,2.24533009529114,1.96273994445801,7.5038901741209E-06
